Internalid,Lab processing,Airtable technique,Sample type,Container name
328166,Diag,Allergy,Serum,Serum Tube
328168,Diag,Allergy,Serum,Serum Tube
328170,Diag,Allergy,Serum,Serum Tube
328172,Diag,Allergy,Serum,Serum Tube
328174,Diag,Allergy,Serum,Serum Tube
341386,Diag,Allergy,Serum,Serum Tube
328176,Diag,Allergy,Serum,Serum Tube
327714,Medic,Biochemistry,Serum,Serum Tube
328178,GC Labs,Biochemistry,Serum,Serum Tube
328180,GC Labs,Biochemistry,Serum,Serum Tube
328182,GC Labs,Coagulation,Plasma,Citrate Tube
328184,GC Labs,Coagulation,Plasma,Citrate Tube
328188,Chợ Rẫy,Other,Body Fluid,Sterile Container
328186,GC Labs,Hematology,Serum,Serum Tube
328190,Medic,Immunology,Whole Blood,EDTA Tube
328194,Medic,Molecular,Cerebrospinal Fluid,Sterile Container
328196,Medic,Other,Whole Blood,EDTA Tube
328198,Diag,Allergy,Serum,Serum Tube
328200,Diag,Allergy,Serum,Serum Tube
328202,Diag,Allergy,Serum,Serum Tube
328204,Diag,Allergy,Serum,Serum Tube
328208,Diag,Allergy,Serum,Serum Tube
328206,Diag,Allergy,Serum,Serum Tube
328210,Diag,Allergy,Serum,Serum Tube
328212,Diag,Allergy,Serum,Serum Tube
328216,Diag,Allergy,Serum,Serum Tube
328218,Diag,Allergy,Serum,Serum Tube
328220,Diag,Allergy,Serum,Serum Tube
328222,Diag,Allergy,Serum,Serum Tube
328224,Diag,Allergy,Serum,Serum Tube
328226,Diag,Allergy,Serum,Serum Tube
328228,Diag,Allergy,Serum,Serum Tube
328230,Diag,Allergy,Serum,Serum Tube
328232,Diag,Allergy,Serum,Serum Tube
328234,Diag,Allergy,Serum,Serum Tube
328238,Diag,Allergy,Serum,Serum Tube
328240,Diag,Allergy,Serum,Serum Tube
328242,Diag,Allergy,Serum,Serum Tube
328244,Diag,Allergy,Serum,Serum Tube
328246,Diag,Allergy,Serum,Serum Tube
328248,Diag,Allergy,Serum,Serum Tube
328250,Diag,Allergy,Serum,Serum Tube
328252,Diag,Allergy,Serum,Serum Tube
328254,Diag,Allergy,Serum,Serum Tube
328256,Diag,Allergy,Serum,Serum Tube
327596,Diag,Allergy,Serum,Serum Tube
327598,Diag,Allergy,Serum,Serum Tube
327600,Diag,Allergy,Serum,Serum Tube
327602,Diag,Allergy,Serum,Serum Tube
327604,GC Labs,Biochemistry,Urine,50mL Container
327606,Diag,Immunology,Serum,Serum Tube
342589,Diag,Allergy,Serum,Serum Tube
327608,Diag,Immunology,Serum,Serum Tube
327794,Diag,Clinical Pathology,Urine,Sterile Container
327694,Diag,Clinical Pathology,Urine,Sterile Container
327792,Diag,Clinical Pathology,Urine,Sterile Container
327614,Diag,Clinical Pathology,Urine,Sterile Container
327616,Diag,Clinical Pathology,Urine,Sterile Container
327796,Diag,Clinical Pathology,Urine,Sterile Container
327618,Diag,Clinical Pathology,Urine,Sterile Container
327620,Diag,Clinical Pathology,Urine,Sterile Container
327622,Diag,Clinical Pathology,Urine,Sterile Container
327624,Diag,Clinical Pathology,Urine,Sterile Container
327626,Diag,Clinical Pathology,Urine,Sterile Container
327630,Diag,Clinical Pathology,Urine,Sterile Container
327632,Diag,Clinical Pathology,Urine,Sterile Container
327634,Diag,Clinical Pathology,Urine,Sterile Container
327636,Diag,Clinical Pathology,Urine,Sterile Container
327638,Diag,Clinical Pathology,Urine,Sterile Container
327692,Diag,Immunology,Serum,Serum Tube
328018,Cordlife,Genetics,Urine,Specialized Container
328020,Cordlife,Genetics,Finger-Prick Blood,Blood Card
328022,Cordlife,Genetics,Heel-Prick Blood,Blood Card
328026,Cordlife,Genetics,Heel-Prick Blood,Blood Card
327674,Diag,Allergy,Serum,Serum Tube
327676,Diag,Allergy,Serum,Serum Tube
327678,Diag,Allergy,Serum,Serum Tube
327680,Diag,Allergy,Serum,Serum Tube
327698,Diag,Allergy,Serum,Serum Tube
327892,Diag,Allergy,Serum,Serum Tube
327682,Diag,Allergy,Serum,Serum Tube
327700,Diag,Allergy,Serum,Serum Tube
327684,Diag,Allergy,Serum,Serum Tube
327688,Diag,Allergy,Serum,Serum Tube
327702,Diag,Allergy,Serum,Serum Tube
327640,Diag,Allergy,Serum,Serum Tube
327642,Diag,Allergy,Serum,Serum Tube
327644,Diag,Allergy,Serum,Serum Tube
327646,Diag,Allergy,Serum,Serum Tube
327648,Diag,Allergy,Serum,Serum Tube
327652,Diag,Allergy,Serum,Serum Tube
327654,Diag,Allergy,Serum,Serum Tube
327656,Diag,Allergy,Serum,Serum Tube
327658,Diag,Allergy,Serum,Serum Tube
327660,Diag,Allergy,Serum,Serum Tube
327662,Diag,Allergy,Serum,Serum Tube
327664,Diag,Allergy,Serum,Serum Tube
327668,Diag,Allergy,Serum,Serum Tube
327670,Diag,Allergy,Serum,Serum Tube
327696,Diag,Allergy,Serum,Serum Tube
327704,Medic,Biochemistry,Urine,50mL Container
328010,Diag,Allergy,Serum,Serum Tube
328014,Cerba,Biochemistry,Serum,Serum Tube
328012,GC Labs,Molecular,Whole Blood,EDTA Tube
328034,Anapath,Histopathology,Tissue,Tissue Container
328040,Anapath,Histopathology,Body Fluid,Vial
328090,Anapath,Histopathology,Biopsy Fluid,Vial
346645,Hùng Vương Hospital,Other,Biopsy Fluid,Vial
346655,Anapath,Histopathology,Fixed Tissue,Block Paraffin
346657,Anapath,Histopathology,Fixed Tissue,Block Paraffin
346659,Anapath,Histopathology,Fixed Tissue,Block Paraffin
346547,Anapath,Histopathology,Fixed Tissue,Block Paraffin
346549,Anapath,Histopathology,Tissue,Tissue Container
346551,Anapath,Histopathology,Tissue,Tissue Container
346553,Anapath,Histopathology,Fixed Tissue,Block Paraffin
346555,Anapath,Histopathology,Fixed Tissue,Block Paraffin
346557,Anapath,Histopathology,Fixed Tissue,Block Paraffin
346559,Anapath,Histopathology,Fixed Tissue,Block Paraffin
346561,Anapath,Histopathology,Fixed Tissue,Block Paraffin
346563,Anapath,Histopathology,Fixed Tissue,Block Paraffin
346661,Anapath,Histopathology,Fixed Tissue,Block Paraffin
346663,Anapath,Histopathology,Fixed Tissue,Block Paraffin
346665,Anapath,Histopathology,Fixed Tissue,Block Paraffin
346565,Anapath,Histopathology,Fixed Tissue,Block Paraffin
346667,Anapath,Histopathology,Fixed Tissue,Block Paraffin
346669,Anapath,Histopathology,Fixed Tissue,Block Paraffin
346671,Anapath,Histopathology,Fixed Tissue,Block Paraffin
346673,Anapath,Histopathology,Fixed Tissue,Block Paraffin
346675,Anapath,Histopathology,Fixed Tissue,Block Paraffin
346567,Anapath,Histopathology,Fixed Tissue,Block Paraffin
346741,Anapath,Histopathology,Fixed Tissue,Block Paraffin
346743,Anapath,Histopathology,Fixed Tissue,Block Paraffin
347242,Anapath,Histopathology,Fixed Tissue,Block Paraffin
346677,Anapath,Histopathology,Fixed Tissue,Block Paraffin
346679,Anapath,Histopathology,Fixed Tissue,Block Paraffin
346569,Anapath,Histopathology,Fixed Tissue,Block Paraffin
346571,Anapath,Histopathology,Fixed Tissue,Block Paraffin
346681,Anapath,Histopathology,Fixed Tissue,Block Paraffin
346683,Anapath,Histopathology,Fixed Tissue,Block Paraffin
346685,Anapath,Histopathology,Fixed Tissue,Block Paraffin
346687,Anapath,Histopathology,Fixed Tissue,Block Paraffin
346689,Anapath,Histopathology,Fixed Tissue,Block Paraffin
346691,Anapath,Histopathology,Fixed Tissue,Block Paraffin
346693,Anapath,Histopathology,Fixed Tissue,Block Paraffin
346695,Anapath,Histopathology,Fixed Tissue,Block Paraffin
346697,Anapath,Histopathology,Fixed Tissue,Block Paraffin
346573,Anapath,Histopathology,Fixed Tissue,Block Paraffin
346575,Anapath,Histopathology,Fixed Tissue,Block Paraffin
346577,Anapath,Histopathology,Fixed Tissue,Block Paraffin
346579,Anapath,Histopathology,Fixed Tissue,Block Paraffin
346699,Anapath,Histopathology,Fixed Tissue,Block Paraffin
346701,Anapath,Histopathology,Fixed Tissue,Block Paraffin
346703,Anapath,Histopathology,Fixed Tissue,Block Paraffin
346705,Anapath,Histopathology,Fixed Tissue,Block Paraffin
346581,Anapath,Histopathology,Fixed Tissue,Block Paraffin
346583,Anapath,Histopathology,Fixed Tissue,Block Paraffin
346707,Anapath,Histopathology,Fixed Tissue,Block Paraffin
346709,Anapath,Histopathology,Fixed Tissue,Block Paraffin
346711,Anapath,Histopathology,Fixed Tissue,Block Paraffin
346713,Anapath,Histopathology,Fixed Tissue,Block Paraffin
346715,Anapath,Histopathology,Fixed Tissue,Block Paraffin
346717,Anapath,Histopathology,Fixed Tissue,Block Paraffin
346585,Anapath,Histopathology,Fixed Tissue,Block Paraffin
346587,Anapath,Histopathology,Fixed Tissue,Block Paraffin
346589,Anapath,Histopathology,Fixed Tissue,Block Paraffin
346591,Anapath,Histopathology,Fixed Tissue,Block Paraffin
346746,Anapath,Histopathology,Fixed Tissue,Block Paraffin
346719,Anapath,Histopathology,Fixed Tissue,Block Paraffin
346721,Anapath,Histopathology,Tissue,Vial
346723,Anapath,Histopathology,Tissue,Vial
346725,Anapath,Histopathology,Tissue,Vial
344724,Diag,Allergy,Serum,Serum Tube
327706,Diag,Allergy,Serum,Serum Tube
327994,Diag,Allergy,Serum,Serum Tube
327996,Diag,Allergy,Serum,Serum Tube
327998,Diag,Allergy,Serum,Serum Tube
328000,Diag,Allergy,Serum,Serum Tube
328004,Diag,Allergy,Serum,Serum Tube
328006,Diag,Allergy,Serum,Serum Tube
328008,Diag,Allergy,Serum,Serum Tube
345528,Diag,Biochemistry,Serum,Serum Tube
346967,Medic,Biochemistry,Serum,Serum Tube
328032,Medic,Microbiology,Stool,Stool Container
328028,Medic,Other,Serum,Serum Tube
328030,Chợ Rẫy,Other,Plasma,Citrate Tube
347342,Diag,Hematology,Whole Blood,EDTA Tube
346541,Diag,Allergy,Serum,Serum Tube
346543,Diag,Allergy,Serum,Serum Tube
346641,Diag,Allergy,Serum,Serum Tube
346643,Diag,Allergy,Serum,Serum Tube
294029,Diag,Allergy,Serum,Serum Tube
346593,Diag,ELISA,Serum,Serum Tube
346727,Diag,ELISA,Serum,Serum Tube
346595,Medic,ELISA,Serum,Serum Tube
346599,Medic,ELISA,Serum,Serum Tube
347748,Medic,ELISA,Serum,Serum Tube
346731,GC Labs,Biochemistry,24h Urine,3L Container + Preservative
346733,GC Labs,Biochemistry,24h Urine,3L Container + Preservative
346737,Medic,Other,Serum,Serum Tube
346739,Medic,Other,Serum,Serum Tube
397667,Diag,,Others,Others
346869,Blood Transfusion Hospital,Coagulation,Plasma,Citrate Tube
397678,Children Hospital 1,Other,Plasma,Citrate Tube
397800,Children Hospital 1,Other,Plasma,Citrate Tube
346619,GC Labs,Coagulation,Plasma,Citrate Tube
346615,Blood Transfusion Hospital,Coagulation,Plasma,Citrate Tube
346617,GC Labs,Coagulation,Plasma,Citrate Tube
346609,Diag,Clinical Pathology,Urine,50mL Container
346843,Diag,Clinical Pathology,Urine,50mL Container
346845,Diag,Clinical Pathology,Urine,50mL Container
346847,Diag,Clinical Pathology,Urine,Sterile Container
346851,Diag,Clinical Pathology,Urine,Sterile Container
346849,Diag,Clinical Pathology,Urine,Sterile Container
346853,Diag,Clinical Pathology,Urine,Sterile Container
346855,Diag,Clinical Pathology,Urine,Sterile Container
346611,Diag,Clinical Pathology,Urine,Sterile Container
346857,Diag,Clinical Pathology,Urine,Sterile Container
346859,Diag,Clinical Pathology,Urine,Sterile Container
346861,Diag,Clinical Pathology,Urine,Sterile Container
397850,Diag,Molecular,"Urine,Body Fluid",EDTA Tube/50mL Sterile Container
346613,Diag,Molecular,Plasma,EDTA Tube
346867,Diag,Molecular,"Urine,Body Fluid",Sterile Container
349381,Diag,Immunology,Serum + Plasma,Serum Tube + Fluoride Tube
346863,Diag,Immunology,Serum,Serum Tube
346865,Diag,Electrophoresis (HPLC),EDTA Whole Blood,EDTA Tube
346635,Anapath,Other,Fixed Tissue,Block Paraffin
346943,Anapath,Other,Fixed Tissue,Block Paraffin
346947,Anapath,Other,Fixed Tissue,Block Paraffin
346945,Anapath,Other,Fixed Tissue,Block Paraffin
346959,Anapath,Other,Fixed Tissue,Block Paraffin
346639,Anapath,Histopathology,Fixed Tissue,Block Paraffin
346949,Anapath,Other,Fixed Tissue,Block Paraffin
346941,Anapath,Other,Fixed Tissue,Block Paraffin
346957,Anapath,Other,Fixed Tissue,Block Paraffin
346951,Anapath,Other,Fixed Tissue,Block Paraffin
346961,Anapath,Other,Fixed Tissue,Block Paraffin
346955,Anapath,Other,Fixed Tissue,Block Paraffin
346953,Anapath,Other,Fixed Tissue,Block Paraffin
346963,Anapath,Other,Fixed Tissue,Block Paraffin
346637,Anapath,Other,Fixed Tissue,Block Paraffin
346623,Anapath,Histopathology,Fixed Tissue,Block Paraffin
346965,Anapath,Other,Fixed Tissue,Block Paraffin
346621,Medic,ELISA,Serum,Serum Tube
346625,Cordlife,Molecular,Urine,Specialized Container
346629,Cordlife,Molecular,Urine,Specialized Container
347141,Cerba,Other,Cerebrospinal Fluid,Sterile Container
346627,GC Labs,Biochemistry,Serum,Serum Tube
346633,Genes Solutions,Genetics,Whole Blood,EDTA Tube
346885,Genes Solutions,Genetics,Whole Blood,EDTA Tube
401361,Diag,,"Vaginal Swab,Urethral Swab",Sterile Swab/50mL Container
401515,Diag,,Sputum,Sterile Container
346971,Diag,ELISA,Serum,Serum Tube
346969,Diag,Non-lab Test,Others,Others
303327,Diag,Microbiology,"Sputum,Bronchoalveolar Lavage Fluid",Sterile Container
346985,Diag,Microbiology,"Vaginal Swab,Urethral Swab",Sterile Swab/50mL Container
204587,Diag,Microbiology,"Vaginal Swab,Urethral Swab",Sterile Swab/50mL Container
346975,Diag,Microbiology,"Vaginal Swab,Urethral Swab",Sterile Swab/50mL Container
346987,Diag,Microbiology,"Vaginal Swab,Urethral Swab",Sterile Swab/50mL Container
346983,Diag,Microbiology,"Vaginal Swab,Urethral Swab",Sterile Swab/50mL Container
346981,Diag,Microbiology,"Vaginal Swab,Urethral Swab",Sterile Swab/50mL Container
346979,Diag,Microbiology,"Vaginal Swab,Urethral Swab",Sterile Swab/50mL Container
346977,Diag,Microbiology,"Vaginal Swab,Urethral Swab",Sterile Swab/50mL Container
346991,Diag,Microbiology,"Vaginal Swab,Urethral Swab",Sterile Swab/50mL Container
346999,Diag,Microbiology,"Vaginal Swab,Urethral Swab",Sterile Swab/50mL Container
346989,Diag,Microbiology,"Vaginal Swab,Urethral Swab",Sterile Swab/50mL Container
346995,Diag,Microbiology,"Vaginal Swab,Urethral Swab",Sterile Swab/50mL Container
346993,Diag,Microbiology,"Vaginal Swab,Urethral Swab",Sterile Swab/50mL Container
346997,Diag,Microbiology,"Vaginal Swab,Urethral Swab",Sterile Swab/50mL Container
346973,Diag,Microbiology,"Vaginal Swab,Urethral Swab",Sterile Swab/50mL Container
347001,Public Medical Center,Biochemistry,Whole Blood,EDTA Tube
347003,Diag,Microbiology,Stool,Stool Container
347005,Diag,Microbiology,Urine,Sterile Container
352190,Diag,POCT,Nasal Swab,Rapid Kit
347007,Diag,POCT,Nasal Swab,Rapid Kit
347009,Diag,POCT,Nasal Swab,Rapid Kit
347011,Diag,POCT,Nasal Swab,Rapid Kit
346871,Diag,POCT,Nasal Swab,Rapid Kit
346873,Diag,POCT,Nasal Swab,Rapid Kit
346875,Diag,Maternity,Serum,Serum Tube
346729,Diag,Hematology,"Cord Blood,Whole Blood",EDTA Tube
347013,Diag,ELISA,Serum,Serum Tube
347015,Diag,ELISA,Serum,Serum Tube
354437,Blood Transfusion Hospital,Coagulation,Serum,Serum Tube
354439,Blood Transfusion Hospital,Other,Serum,Serum Tube
354513,Blood Transfusion Hospital,Other,Serum,Serum Tube
353291,Diag,ELISA,Serum,Serum Tube
347017,Diag,ELISA,Serum,Serum Tube
346877,Diag,ELISA,Serum,Serum Tube
353293,Diag,Biochemistry,24h Urine,3L Container
354511,Blood Transfusion Hospital,Coagulation,Plasma,Citrate Tube
354443,Medic,Genetics,Sputum,Sterile Container
354519,GC Labs,Coagulation,Plasma,Citrate Tube
354433,UMC,Other,Whole Blood,EDTA Tube
354515,Chợ Rẫy,Coagulation,Plasma,Citrate Tube
354509,Hùng Vương Hospital,Biochemistry,Heel-Prick Blood,Blood Card
354517,Forensic Center,Biochemistry,Whole Blood,EDTA Tube
346881,Metropolis,Other,Serum,Serum Tube
347023,Metropolis,Other,Urine,50mL Container
347025,Metropolis,Other,Serum,Serum Tube
347029,Metropolis,Other,Serum,Serum Tube
347019,Metropolis,Other,Serum,Serum Tube
347021,Metropolis,Other,Serum,Serum Tube
347027,Metropolis,Other,Cerebrospinal Fluid,Sterile Container
347031,Metropolis,Other,Serum,Serum Tube
346883,Metropolis,Other,Whole Blood,EDTA Tube
347033,Metropolis,Other,Stool,50mL Container
347039,Metropolis,Other,Serum,Serum Tube
347035,Metropolis,Other,Serum,Serum Tube
347037,Metropolis,Other,Serum,Serum Tube
346879,Genes Solutions,Genetics,Whole Blood,EDTA Tube
354441,Forensic Center,Biochemistry,Whole Blood,EDTA Tube
354411,Children Hospital 1,Clinical Pathology,Tissue,Formol 10%
354427,GC Labs,Biochemistry,Heel-Prick Blood,Blood Card
354417,Đại Phước,Clinical Pathology,Whole Blood,Heparin Tube
354419,Đại Phước,Genetics,Whole Blood,EDTA Tube
354421,Đại Phước,Genetics,Whole Blood,EDTA Tube
354431,UMC,Other,Tissue,Formol 10%
354423,Đại Phước,Molecular,Whole Blood,EDTA Tube
354445,Medic,Other,Sputum,Sterile Container
354435,Blood Transfusion Hospital,Biochemistry,Cerebrospinal Fluid,Sterile Container
354425,Đại Phước,Molecular,Whole Blood,EDTA Tube
354413,Children Hospital 1,Clinical Pathology,Tissue,Formol 10%
354415,Children Hospital 1,Clinical Pathology,Tissue,Block Paraffin
354409,Blood Transfusion Hospital,Clinical Pathology,Tissue,Formol 10%
354429,Nam Khoa,Other,Tissue,Tissue Container
398541,Chợ Rẫy,Other,Plasma,Citrate Tube
346887,Diag,Clinical Pathology,Urine,50mL Container
346889,Diag,Clinical Pathology,Urine,50mL Container
346891,Diag,Clinical Pathology,Urine,50mL Container
346893,Diag,Clinical Pathology,Urine,50mL Container
346895,Diag,Clinical Pathology,Urine,50mL Container
346899,Diag,Clinical Pathology,Urine,50mL Container
346897,Diag,Clinical Pathology,Urine,50mL Container
346901,Diag,Clinical Pathology,Urine,50mL Container
346903,Diag,Clinical Pathology,Urine,50mL Container
346905,Diag,Clinical Pathology,Urine,50mL Container
346907,Diag,Clinical Pathology,Urine,50mL Container
346909,Diag,Clinical Pathology,Urine,50mL Container
346911,Diag,Clinical Pathology,Urine,50mL Container
346913,Diag,Clinical Pathology,Urine,50mL Container
346915,Diag,Clinical Pathology,Urine,50mL Container
346917,Diag,Clinical Pathology,Urine,50mL Container
346919,Diag,Clinical Pathology,Urine,50mL Container
346921,Diag,Clinical Pathology,Urine,50mL Container
347043,Diag,Clinical Pathology,Urine,50mL Container
346923,Diag,Clinical Pathology,Urine,50mL Container
347045,Diag,Clinical Pathology,Urine,50mL Container
347047,Diag,Clinical Pathology,Urine,50mL Container
347163,Diag,Clinical Pathology,Urine,50mL Container
347041,Medic,ELISA,Plasma,EDTA Tube
350180,Medic,ELISA,Plasma,EDTA Tube
354468,Genes Solutions,Genetics,Heel-Prick Blood,Blood Card
4176,Diag,Microbiology,Blood,Blood Culture Bottle
294027,Diag,Microbiology,Blood,Blood Culture Bottle
347167,Cordlife,Genetics,Urine + Heel-Prick Blood,Specialized Container
354451,Genes Solutions,Molecular,Whole Blood,EDTA Tube
354453,Genes Solutions,Genetics,Whole Blood,EDTA Tube
354455,Genes Solutions,Genetics,Whole Blood,EDTA Tube
354457,Genes Solutions,Genetics,Whole Blood,EDTA Tube
354459,Genes Solutions,Genetics,Whole Blood,EDTA Tube
354461,Genes Solutions,Genetics,Whole Blood,EDTA Tube
354447,GC Labs,Molecular,Cerebrospinal Fluid,Sterile Container
354449,GC Labs,Molecular,Cerebrospinal Fluid,Sterile Container
354466,Nam Khoa,Other,Cerebrospinal Fluid,Sterile Container
347175,GC Labs,Biochemistry,24h Urine,3L Container + Preservative
398309,Diag,Microbiology,"Hair,Nail,Skin,Others",Petri Dish
347169,Diag,Microbiology,Stool,Stool Container
347171,Diag,Microbiology,Stool,Stool Container
84396,Diag,Microbiology,Stool,Stool Container
72690,Diag,Microbiology,"Pus,Pus Abscess,Semen,Body Fluid",50mL Sterile Container/Swab
347173,Diag,Microbiology,"Pus,Pus Abscess,Semen,Body Fluid",Sterile Swab/50mL Container
354213,Diag,Clinical Pathology,Urine,50mL Container
347145,Blood Transfusion Hospital,Hematology,Whole Blood,EDTA Tube
347177,Diag,Microbiology,Blood,Blood Culture Bottle
84394,Diag,Microbiology,Whole Blood,Blood Culture Bottle
84294,Diag,Microbiology,"Urethral Swab,Vaginal Swab",Sterile Swab/50mL Container
72889,Diag,Microbiology,"Hair,Nail,Skin",Petri Dish
347143,Metropolis,Other,Serum,Serum Tube
347165,Diag,Non-lab Test,Others,Others
347147,Blood Transfusion Hospital,Hematology,Bone Marrow,Sterile Container
347179,Medic,Molecular,"Serum,Plasma","Serum Tube,EDTA Tube"
354909,Diag,Biochemistry,Serum,Serum Tube
354463,GC Labs,Biochemistry,Whole Blood,NK Tube
354470,Blood Transfusion Hospital,Clinical Pathology,Body Fluid,50mL Container
354472,Blood Transfusion Hospital,Clinical Pathology,Whole Blood,EDTA Tube
354474,Chợ Rẫy,Hematology,Serum + Whole Blood,Serum Tube + EDTA Tube
354476,Chợ Rẫy,Other,Serum,Serum Tube
354478,GC Labs,Biochemistry,Urine,50mL Container
354496,Diag,Non-lab Test,,
354486,Diag,ELISA,Serum,Serum Tube
354490,Diag,ELISA,Serum,Serum Tube
354480,Diag,Allergy,Serum,Serum Tube
354482,Diag,Allergy,Serum,Serum Tube
354492,Diag,Allergy,Serum,Serum Tube
354521,Diag,Allergy,Serum,Serum Tube
354488,Diag,Allergy,Serum,Serum Tube
354523,Diag,Allergy,Serum,Serum Tube
354484,Diag,Allergy,Serum,Serum Tube
354494,Diag,Allergy,Serum,Serum Tube
354500,Public Medical Center,Biochemistry,Urine,50mL Container
354498,Public Medical Center,Biochemistry,Urine,50mL Container
356726,Diag,Immunology,Serum,Serum Tube
354502,Metropolis,Other,Serum,Serum Tube
354504,Diag,Non-lab Test,,
354506,Diag,Non-lab Test,,
354508,Metropolis,Other,Plasma,EDTA Tube
354610,Metropolis,Other,Plasma,Heparin Tube
354668,Metropolis,Other,Serum,Serum Tube
354670,Metropolis,Other,Serum,Serum Tube
354672,Metropolis,Other,Serum,Serum Tube
354674,Metropolis,Other,Serum,Serum Tube
354612,Metropolis,Other,Plasma,Heparin Tube
354614,Metropolis,Other,Serum,Serum Tube
354636,Children Hospital 1,Other,Tissue,Tissue Container
354650,Children Hospital 1,Other,Tissue,Tissue Container
354648,Children Hospital 1,Other,Tissue,Tissue Container
354644,Children Hospital 1,Other,Tissue,Tissue Container
354640,Children Hospital 1,Other,Tissue,Tissue Container
354642,Children Hospital 1,Other,Tissue,Tissue Container
354646,Children Hospital 1,Other,Tissue,Tissue Container
354638,Children Hospital 1,Other,Tissue,Tissue Container
354616,Diag,Immunology,Serum,Serum Tube
354620,Diag,Non-lab Test,,
354622,Diag,Non-lab Test,,
354624,Diag,Non-lab Test,,
354626,Diag,Non-lab Test,,
354628,Diag,Non-lab Test,,
354630,Diag,Non-lab Test,,
354662,Gentis,Other,Serum,Serum Tube
354618,Diag,Non-lab Test,,
354632,Metropolis,Other,Serum,Serum Tube
354634,Metropolis,Other,Whole Blood,EDTA Tube
354666,Metropolis,Other,Serum,Serum Tube
354660,Diag,Electrophoresis (HPLC),EDTA Whole Blood,EDTA Tube
354652,Diag,Non-lab Test,,
354654,Diag,Non-lab Test,,
354656,Diag,Non-lab Test,,
354658,Diag,Non-lab Test,,
354664,Genes Solutions,Genetics,Whole Blood,EDTA Tube
354690,Chợ Rẫy,Coagulation,Plasma,Citrate Tube
354676,Diag,Non-lab Test,,
347161,Medic,ELISA,Serum,Serum Tube
347149,Medic,ELISA,Serum,Serum Tube
347151,Medic,ELISA,Serum,Serum Tube
347153,Medic,ELISA,Serum,Serum Tube
354684,GC Labs,Biochemistry,Serum,Serum Tube
354682,GC Labs,Biochemistry,Serum,Serum Tube
354678,Medic,ELISA,Serum,Serum Tube
359456,Diag,Biochemistry,Plasma,Fluoride Tube
359454,Diag,Biochemistry,Plasma,Fluoride Tube
359458,GC Labs,Biochemistry,Serum,Serum Tube
359556,GC Labs,Biochemistry,Serum,Serum Tube
359560,GC Labs,Biochemistry,24h Urine,3L Container
359500,GC Labs,Coagulation,Plasma,Citrate Tube
359598,GC Labs,Biochemistry,Serum,Serum Tube
359562,GC Labs,Biochemistry,Serum,Serum Tube
359474,GC Labs,Biochemistry,Serum,Serum Tube
370210,GC Labs,Molecular,"Sputum,Bronchoalveolar Lavage Fluid,Bronchial Secretions,Throat Swab",Sterile Container
360756,GC Labs,Microbiology,Urine,50mL Container
359568,GC Labs,Biochemistry,Whole Blood,EDTA Tube
359488,GC Labs,Biochemistry,Serum,Serum Tube
359512,GC Labs,Biochemistry,Whole Blood,EDTA Tube
359464,GC Labs,Biochemistry,Serum,Serum Tube
359564,GC Labs,Biochemistry,Serum,Serum Tube
359578,GC Labs,Coagulation,Plasma,Citrate Tube
359508,GC Labs,Biochemistry,Serum,Serum Tube
359584,GC Labs,Microbiology,Infected Site Specimen,Sterile Container
359506,GC Labs,Biochemistry,Serum,Serum Tube
359484,GC Labs,Biochemistry,Serum,Serum Tube
359502,GC Labs,Coagulation,Plasma,Citrate Tube
359494,GC Labs,Coagulation,Plasma,Citrate Tube
359576,GC Labs,Biochemistry,Serum,Serum Tube
359590,GC Labs,Biochemistry,Urine,50mL Container
359498,GC Labs,Coagulation,Plasma,Citrate Tube
359566,GC Labs,Biochemistry,Whole Blood,EDTA Tube
359588,GC Labs,ELISA,Cerebrospinal Fluid,Sterile Container
359580,GC Labs,Coagulation,Plasma,Citrate Tube
359478,GC Labs,ELISA,Serum,Serum Tube
359466,GC Labs,Coagulation,Plasma,Citrate Tube
360754,GC Labs,Microbiology,Urine,50mL Container
359486,GC Labs,Biochemistry,Serum,Serum Tube
359472,GC Labs,Biochemistry,Serum,Serum Tube
359480,GC Labs,ELISA,Serum,Serum Tube
359586,GC Labs,Biochemistry,Urine,50mL Container
359492,GC Labs,Coagulation,Plasma,Citrate Tube
359594,GC Labs,Biochemistry,Plasma,EDTA Tube
359596,GC Labs,Biochemistry,Urine,Sterile Container
359516,Tâm An,Maternity,Serum,Serum Tube
359602,Gentis,Genetics,Whole Blood,EDTA Tube
359604,Gentis,Genetics,Whole Blood,EDTA Tube
359616,Medic,Molecular,Plasma,EDTA Tube
359618,Diag,Immunology,Serum,Serum Tube
359620,Diag,Immunology,Serum,Serum Tube
359518,Diag,Immunology,Serum,Serum Tube
359610,Medic,Biochemistry,Serum,Serum Tube
359612,Medic,Hematology,Serum,Serum Tube
359606,Tropical Disease Hospital,Hematology,Whole Blood,EDTA Tube
359770,Diag,Non-lab Test,,
362968,Medic,Immunology,Cerebrospinal Fluid,Sterile Container
359656,Medic,Immunology,Cerebrospinal Fluid,Sterile Container
359660,Medic,Immunology,Cerebrospinal Fluid,Sterile Container
359658,Medic,Immunology,Cerebrospinal Fluid,Sterile Container
359754,Medic,Immunology,Cerebrospinal Fluid,Sterile Container
359756,Medic,Immunology,Cerebrospinal Fluid,Sterile Container
359662,Medic,Immunology,Cerebrospinal Fluid,Sterile Container
359626,Diag,Non-lab Test,,
359534,GC Labs,Coagulation,Plasma,Citrate Tube
